time,R,phase_diff,phase_a,phase_b
43.23,0.795874705753167,-1.3006908460100195,2.936209290807951,-2.046285170361616
43.24,0.7605816107804552,-1.413175702417267,2.8844485973418204,-1.985561007420499
43.25,0.7212942479183873,-1.5302544374697518,2.8291222662684343,-1.9238086034414004
43.26,0.6853741758044531,-1.6313578184599766,2.7755842728003697,-1.8762432159192401
43.27,0.6465263368241883,-1.735548020036728,2.72173522379768,-1.8259020633451783
43.28,0.6074237771578808,-1.835965684129704,2.6725390722354865,-1.774680550814396
43.29,0.559137094089354,-1.954903395732247,2.625551518854438,-1.7027303925929016
43.3,0.531440793748282,-2.0209916071877165,2.584856137870381,-1.6773375621214888
43.31,0.4971266413639259,-2.101024508571353,2.547632642769629,-1.6345281558386042
43.32,0.4621965582677585,-2.180651421868563,2.51708097628083,-1.5854529090301939
43.33,0.42730733058880793,-2.258567838622465,2.4902316470813846,-1.5343858214757367
43.34,0.4027871905015663,-2.3124727621609615,2.469649472141913,-1.5010630728767118
43.35,0.37573211943184287,-2.3712193486265396,2.452448898481716,-1.459517060071331
43.36,0.35567666621452215,-2.414316698559966,2.4408084769690443,-1.4280601316505763
43.37,0.3455975308726671,-2.435841699353247,2.432052379585408,-1.4152912282409313
43.38,0.3180979645837807,-2.494147521198263,2.42813742661926,-1.3609003593620637
43.39,0.29944795044086864,-2.5333646506855714,2.4266295449245807,-1.3231911115694341
43.4,0.29055970392176733,-2.5519692017642273,2.4293552336308433,-1.301860871784516
43.41,0.27846532594166507,-2.577200929124271,2.4341047743299833,-1.2718796037253324
43.42,0.27600644507794314,-2.582319323953937,2.442621917970315,-1.2582440652553346
43.43,0.26396183996096506,-2.6073377950079895,2.45288637605281,-1.2229611361187869
43.44,0.2569215939397137,-2.621921619078162,2.4665839414004727,-1.1946797467009518
43.45,0.2661114921745433,-2.6028790368714887,2.4818470793519616,-1.1984591909561362
43.46,0.2528808435490824,-2.630279202188869,2.5003170027448105,-1.152589102245907
43.47,0.24902139225026362,-2.6382532834394166,2.5202463517748295,-1.1246856719653404
43.48,0.24421775080048216,-2.6481667825717756,2.5432390771811084,-1.0917794474267024
43.49,0.2636597646508106,-2.6079641340389017,2.5676406393708513,-1.1075805337698335
43.5,0.26251725035891216,-2.6103325998034723,2.5950212372090773,-1.0778314701670368
43.51,0.25817278024428514,-2.619331883394664,2.6237962682116245,-1.040057155573298
