,0
mean_R,0.6011209075974705
std_R,0.33369868749042947
max_R,0.9999999855166374
min_R,0.0004231402472995145
mean_phase_diff,-0.34662881817676305
std_phase_diff,1.8797875518796372
sync_ratio,0.39792041591681665
